"","genus_species","species","genus","family","order","publications","citations","journals","years_publishing","x","y"
"3273","Mus mahomet","mahomet","Mus","Muridae","Rodentia",14,208,10,46,38,9.355456
"3274","Mus mattheyi","mattheyi","Mus","Muridae","Rodentia",9,102,8,53,-10.99311,12.12837
"3275","Mus mayori","mayori","Mus","Muridae","Rodentia",3,91,3,17,NA,NA
"3276","Mus minutoides","minutoides","Mus","Muridae","Rodentia",98,1598,66,59,29.7444,-26.60716
"3277","Mus musculoides","musculoides","Mus","Muridae","Rodentia",12,156,10,46,2.11255,9.021018
"3278","Mus musculus","musculus","Mus","Muridae","Rodentia",37052,2226970,3132,124,12.98099,57.36732
"3279","Mus neavei","neavei","Mus","Muridae","Rodentia",2,9,2,20,36,-11.0017
"3280","Mus orangiae","orangiae","Mus","Muridae","Rodentia",0,0,0,NA,NA,NA
"3281","Mus oubanguii","oubanguii","Mus","Muridae","Rodentia",3,41,2,52,19,4.002442
"3282","Mus pahari","pahari","Mus","Muridae","Rodentia",46,636,33,40,108,15.00234
"3283","Mus phillipsi","phillipsi","Mus","Muridae","Rodentia",2,9,2,25,79,15
"3284","Mus platythrix","platythrix","Mus","Muridae","Rodentia",38,277,31,50,77,12.00742
"3285","Mus saxicola","saxicola","Mus","Muridae","Rodentia",91,1533,66,44,67,27.00445
"3286","Mus setulosus","setulosus","Mus","Muridae","Rodentia",8,262,7,42,2.144475,9.59205
"3287","Mus setzeri","setzeri","Mus","Muridae","Rodentia",1,11,1,4,21.66384,-19.67827
"3288","Mus shortridgei","shortridgei","Mus","Muridae","Rodentia",1,1,1,18,102,15.00234
"3289","Mus sorella","sorella","Mus","Muridae","Rodentia",2,9,2,8,27,-10.00616
"3290","Mus spicilegus","spicilegus","Mus","Muridae","Rodentia",154,2330,89,44,33.54621,47.71686
"3291","Mus spretus","spretus","Mus","Muridae","Rodentia",697,23861,255,44,2.206722,43.0473
"3292","Mus tenellus","tenellus","Mus","Muridae","Rodentia",4,20,3,50,36,-3.000457
"3293","Mus terricolor","terricolor","Mus","Muridae","Rodentia",38,421,27,28,73,19.00301
"3294","Mus triton","triton","Mus","Muridae","Rodentia",16,288,12,57,33,1.28916
"3295","Mus vulcani","vulcani","Mus","Muridae","Rodentia",0,0,0,NA,NA,NA
"3296","Muscardinus avellanarius","avellanarius","Muscardinus","Gliridae","Rodentia",213,3083,105,71,9.874326,48.55574
"3297","Musonycteris harrisoni","harrisoni","Musonycteris","Phyllostomidae","Chiroptera",18,361,15,31,-101.8954,18.80027
"3298","Musseromys anacuao","anacuao","Musseromys","Muridae","Rodentia",0,0,0,NA,121,17
"3299","Musseromys beneficus","beneficus","Musseromys","Muridae","Rodentia",0,0,0,NA,121,17
"3300","Musseromys gulantang","gulantang","Musseromys","Muridae","Rodentia",0,0,0,NA,121,15
"3301","Musseromys inopinatus","inopinatus","Musseromys","Muridae","Rodentia",0,0,0,NA,121,17
"3302","Mustela africana","africana","Mustela","Mustelidae","Carnivora",5,163,5,17,NA,NA
"3303","Mustela altaica","altaica","Mustela","Mustelidae","Carnivora",15,278,10,41,77.66141,33.68826
"3304","Mustela erminea","erminea","Mustela","Mustelidae","Carnivora",569,15449,188,80,15.08015,60.85389
"3305","Mustela eversmanii","eversmanii","Mustela","Mustelidae","Carnivora",14,209,11,19,31.9861,46.83915
"3306","Mustela felipei","felipei","Mustela","Mustelidae","Carnivora",5,30,5,13,-76.19814,4.208181
"3307","Mustela frenata","frenata","Mustela","Mustelidae","Carnivora",73,1488,48,76,-106.2121,36.76231
"3308","Mustela itatsi","itatsi","Mustela","Mustelidae","Carnivora",37,438,23,33,138.1357,36.15448
"3309","Mustela kathiah","kathiah","Mustela","Mustelidae","Carnivora",7,59,7,12,118,25.00407
"3310","Mustela lutreola","lutreola","Mustela","Mustelidae","Carnivora",169,3031,101,63,-0.9866547,44.66744
"3311","Mustela lutreolina","lutreolina","Mustela","Mustelidae","Carnivora",0,0,0,NA,101,-1
"3312","Mustela nigripes","nigripes","Mustela","Mustelidae","Carnivora",193,3715,79,48,-104.7236,40.05546
"3313","Mustela nivalis","nivalis","Mustela","Mustelidae","Carnivora",348,9428,166,83,14.09002,57.98413
"3314","Mustela nudipes","nudipes","Mustela","Mustelidae","Carnivora",0,0,0,NA,117,6.003671
"3315","Mustela putorius","putorius","Mustela","Mustelidae","Carnivora",2649,61467,799,63,8.032565,52.90042
"3316","Mustela sibirica","sibirica","Mustela","Mustelidae","Carnivora",97,1064,67,54,127.2301,36.40812
"3317","Mustela strigidorsa","strigidorsa","Mustela","Mustelidae","Carnivora",4,96,3,22,103,22.01411
"3318","Mustela subpalmata","subpalmata","Mustela","Mustelidae","Carnivora",2,8,2,29,30,31.00524
"3319","Mydaus javanensis","javanensis","Mydaus","Mephitidae","Carnivora",5,11,4,6,119,5.000764
"3320","Mydaus marchei","marchei","Mydaus","Mephitidae","Carnivora",1,1,1,3,118.3347,9.67225
"3321","Mylodon darwinii","darwinii","Mylodon",NA,"Pilosa",16,310,14,44,NA,NA
"3322","Mylomys dybowskii","dybowskii","Mylomys","Muridae","Rodentia",2,66,1,43,30.33333,-0.6671938
"3323","Mylomys rex","rex","Mylomys","Muridae","Rodentia",6,33,5,35,NA,NA
"3324","Myocastor coypus","coypus","Myocastor","Myocastoridae","Rodentia",459,5627,289,74,7.724696,48.32519
"3325","Myodes andersoni","andersoni","Myodes","Cricetidae","Rodentia",0,0,0,NA,137.6723,36.35659
"3326","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia",6,32,3,14,-122.4167,42.79042
"3327","Myodes centralis","centralis","Myodes","Cricetidae","Rodentia",1,1,1,3,78,43.00814
"3328","Myodes gapperi","gapperi","Myodes","Cricetidae","Rodentia",99,1119,52,16,-72.3548,44.46289
"3329","Myodes glareolus","glareolus","Myodes","Cricetidae","Rodentia",897,12135,313,15,14.48932,58.02655
"3330","Myodes regulus","regulus","Myodes","Cricetidae","Rodentia",31,373,23,15,127.6606,37.69171
"3331","Myodes rex","rex","Myodes","Cricetidae","Rodentia",5,27,4,11,142.3409,43.69766
"3332","Myodes rufocanus","rufocanus","Myodes","Cricetidae","Rodentia",66,774,48,15,19.42854,67.42534
"3333","Myodes rutilus","rutilus","Myodes","Cricetidae","Rodentia",65,649,49,15,-145.526,63.65709
"3334","Myodes shanseius","shanseius","Myodes","Cricetidae","Rodentia",1,2,1,4,NA,NA
"3335","Myodes smithii","smithii","Myodes","Cricetidae","Rodentia",14,377,9,27,138.339,35.68994
"3336","Myoictis leucura","leucura","Myoictis","Dasyuridae","Dasyuromorphia",2,21,2,17,NA,NA
"3337","Myoictis melas","melas","Myoictis","Dasyuridae","Dasyuromorphia",2,13,2,25,137,-3.000457
"3338","Myoictis wallacei","wallacei","Myoictis","Dasyuridae","Dasyuromorphia",2,13,2,21,NA,NA
"3339","Myoictis wavicus","wavicus","Myoictis","Dasyuridae","Dasyuromorphia",1,10,1,16,NA,NA
"3340","Myomimus personatus","personatus","Myomimus","Gliridae","Rodentia",3,42,3,58,23,37.00658
"3341","Myomimus roachi","roachi","Myomimus","Gliridae","Rodentia",3,24,3,13,21,41.00759
"3342","Myomimus setzeri","setzeri","Myomimus","Gliridae","Rodentia",0,0,0,NA,NA,NA
"3343","Myomyscus angolensis","angolensis","Myomyscus","Muridae","Rodentia",0,0,0,NA,16.3347,-9.67225
"3344","Myomyscus brockmani","brockmani","Myomyscus","Muridae","Rodentia",1,68,1,6,36.87951,2.887607
"3345","Myomyscus verreauxii","verreauxii","Myomyscus","Muridae","Rodentia",1,22,1,27,19,-33.00567
"3346","Myomyscus yemeni","yemeni","Myomyscus","Muridae","Rodentia",0,0,0,NA,45,15.00234
"3347","Myonycteris angolensis","angolensis","Myonycteris","Pteropodidae","Chiroptera",2,1,2,2,32.16572,0.1665646
"3348","Myonycteris brachycephala","brachycephala","Myonycteris","Pteropodidae","Chiroptera",2,36,2,28,NA,NA
"3349","Myonycteris relicta","relicta","Myonycteris","Pteropodidae","Chiroptera",1,6,1,24,35,-15.00234
"3350","Myonycteris torquata","torquata","Myonycteris","Pteropodidae","Chiroptera",16,630,14,46,-3.398236,5.40257
"3351","Myoprocta acouchy","acouchy","Myoprocta","Dasyproctidae","Rodentia",12,496,10,22,-54,4.002442
"3352","Myoprocta pratti","pratti","Myoprocta","Dasyproctidae","Rodentia",13,234,10,52,-75.39897,-1.602853
"3353","Myopterus daubentonii","daubentonii","Myopterus","Molossidae","Chiroptera",0,0,0,NA,-3,9.001382
"3354","Myopterus whitleyi","whitleyi","Myopterus","Molossidae","Chiroptera",2,7,2,23,19,-5.000764
"3355","Myopus schisticolor","schisticolor","Myopus","Cricetidae","Rodentia",66,1236,46,55,18.19284,63.83777
"3356","Myosciurus pumilio","pumilio","Myosciurus","Sciuridae","Rodentia",1,62,1,26,13.4,2.204058
"3357","Myosorex babaulti","babaulti","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,29,-2.00122
"3358","Myosorex blarina","blarina","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,30,1.000152
"3359","Myosorex bururiensis","bururiensis","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,29,-3
"3360","Myosorex cafer","cafer","Myosorex","Soricidae","Eulipotyphla",5,45,5,30,29.99505,-26.60716
"3361","Myosorex eisentrauti","eisentrauti","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"3362","Myosorex geata","geata","Myosorex","Soricidae","Eulipotyphla",2,39,2,12,37,-7
"3363","Myosorex gnoskei","gnoskei","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,33,-11
"3364","Myosorex jejei","jejei","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,29,-3
"3365","Myosorex kabogoensis","kabogoensis","Myosorex",NA,NA,0,0,0,NA,29,-5
"3366","Myosorex kihaulei","kihaulei","Myosorex","Soricidae","Eulipotyphla",2,37,2,15,35.49816,-8.50408
"3367","Myosorex longicaudatus","longicaudatus","Myosorex","Soricidae","Eulipotyphla",3,29,3,27,23,-33
"3368","Myosorex meesteri","meesteri","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"3369","Myosorex okuensis","okuensis","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,5,9
"3370","Myosorex rumpii","rumpii","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"3371","Myosorex schalleri","schalleri","Myosorex","Soricidae","Eulipotyphla",0,0,0,NA,29,-3
"3372","Myosorex sclateri","sclateri","Myosorex","Soricidae","Eulipotyphla",2,23,2,9,NA,NA
"3373","Myosorex tenuis","tenuis","Myosorex","Soricidae","Eulipotyphla",1,17,1,9,NA,NA
"3374","Myosorex varius","varius","Myosorex","Soricidae","Eulipotyphla",23,264,18,37,30.33783,-29.68513
"3375","Myosorex zinki","zinki","Myosorex","Soricidae","Eulipotyphla",4,53,4,17,37,-3
"3376","Myospalax aspalax","aspalax","Myospalax","Spalacidae","Rodentia",9,25,8,35,103,47.00936
"3377","Myospalax myospalax","myospalax","Myospalax","Spalacidae","Rodentia",9,37,9,46,84.32415,50.37136
"3378","Myospalax psilurus","psilurus","Myospalax","Spalacidae","Rodentia",19,53,15,23,124,49.01004
"3379","Myotis adversus","adversus","Myotis","Vespertilionidae","Chiroptera",12,256,11,52,146,-18.01135
"3380","Myotis aelleni","aelleni","Myotis","Vespertilionidae","Chiroptera",2,17,2,23,-71,-42.03145
"3381","Myotis albescens","albescens","Myotis","Vespertilionidae","Chiroptera",15,317,13,43,-60.52358,-23.02133
"3382","Myotis alcathoe","alcathoe","Myotis","Vespertilionidae","Chiroptera",28,289,19,21,NA,NA
"3383","Myotis altarium","altarium","Myotis","Vespertilionidae","Chiroptera",10,114,9,24,107,26.01703
"3384","Myotis anjouanensis","anjouanensis","Myotis","Vespertilionidae","Chiroptera",1,13,1,12,45,-13
"3385","Myotis annamiticus","annamiticus","Myotis","Vespertilionidae","Chiroptera",2,22,1,21,105,17
"3386","Myotis annectans","annectans","Myotis","Vespertilionidae","Chiroptera",6,102,4,21,105,19.02708
"3387","Myotis atacamensis","atacamensis","Myotis","Vespertilionidae","Chiroptera",5,17,3,8,-71.55053,-17.6099
"3388","Myotis ater","ater","Myotis","Vespertilionidae","Chiroptera",1,8,1,24,102.3365,21.67956
"3389","Myotis aurascens","aurascens","Myotis","Vespertilionidae","Chiroptera",7,125,7,13,92.23681,47.61912
"3390","Myotis auriculus","auriculus","Myotis","Vespertilionidae","Chiroptera",8,86,6,39,-108.3223,32.10615
"3391","Myotis australis","australis","Myotis","Vespertilionidae","Chiroptera",1,17,1,21,125,-19
"3392","Myotis austroriparius","austroriparius","Myotis","Vespertilionidae","Chiroptera",39,428,21,55,-90.9813,33.07027
"3393","Myotis badius","badius","Myotis","Vespertilionidae","Chiroptera",1,7,1,4,103,25
"3394","Myotis bechsteinii","bechsteinii","Myotis","Vespertilionidae","Chiroptera",107,3106,67,25,4.855141,49.47101
"3395","Myotis blythii","blythii","Myotis","Vespertilionidae","Chiroptera",86,1693,62,43,4.531369,44.55005
"3396","Myotis bocagii","bocagii","Myotis","Vespertilionidae","Chiroptera",2,9,2,6,21,3.000457
"3397","Myotis bombinus","bombinus","Myotis","Vespertilionidae","Chiroptera",7,37,7,16,127,34.02356
"3398","Myotis brandtii","brandtii","Myotis","Vespertilionidae","Chiroptera",93,2146,66,35,13.88141,59.67247
"3399","Myotis bucharensis","bucharensis","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,67,39
"3400","Myotis californicus","californicus","Myotis","Vespertilionidae","Chiroptera",45,775,29,77,-112.8884,34.09987
"3401","Myotis capaccinii","capaccinii","Myotis","Vespertilionidae","Chiroptera",82,1362,48,41,3.625766,42.37036
"3402","Myotis chiloensis","chiloensis","Myotis","Vespertilionidae","Chiroptera",26,227,22,36,-72,-41.06839
"3403","Myotis chinensis","chinensis","Myotis","Vespertilionidae","Chiroptera",9,135,8,21,105,23.0037
"3404","Myotis ciliolabrum","ciliolabrum","Myotis","Vespertilionidae","Chiroptera",29,297,16,28,-107.4858,38.14153
"3405","Myotis cobanensis","cobanensis","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,-91,14.00871
"3406","Myotis csorbai","csorbai","Myotis","Vespertilionidae","Chiroptera",1,10,1,25,85,27
"3407","Myotis dasycneme","dasycneme","Myotis","Vespertilionidae","Chiroptera",74,1257,49,57,13.93994,57.56369
"3408","Myotis daubentonii","daubentonii","Myotis","Vespertilionidae","Chiroptera",254,5996,120,35,12.26273,55.73614
"3409","Myotis davidii","davidii","Myotis","Vespertilionidae","Chiroptera",28,595,26,16,35.01884,46.79948
"3410","Myotis dieteri","dieteri","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,NA,NA
"3411","Myotis diminutus","diminutus","Myotis","Vespertilionidae","Chiroptera",1,3,1,7,-79,-1.272222e-14
"3412","Myotis dinellii","dinellii","Myotis",NA,NA,4,41,4,12,-67.84341,-35.13231
"3413","Myotis dominicensis","dominicensis","Myotis","Vespertilionidae","Chiroptera",1,14,1,10,-61,15
"3414","Myotis elegans","elegans","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,-90.88863,16.43436
"3415","Myotis emarginatus","emarginatus","Myotis","Vespertilionidae","Chiroptera",89,1076,57,74,7.449916,46.49355
"3416","Myotis escalerai","escalerai","Myotis","Vespertilionidae","Chiroptera",9,63,9,15,1.353248,41.06839
"3417","Myotis evotis","evotis","Myotis","Vespertilionidae","Chiroptera",64,1796,24,40,-109.5611,38.37944
"3418","Myotis fimbriatus","fimbriatus","Myotis","Vespertilionidae","Chiroptera",5,41,5,10,102,25.00407
"3419","Myotis findleyi","findleyi","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,-106,21.00335
"3420","Myotis flavus","flavus","Myotis","Vespertilionidae","Chiroptera",1,7,1,12,NA,NA
"3421","Myotis formosus","formosus","Myotis","Vespertilionidae","Chiroptera",17,128,13,22,121,24.01555
"3422","Myotis fortidens","fortidens","Myotis","Vespertilionidae","Chiroptera",2,5,1,12,-110,28.01857
"3423","Myotis frater","frater","Myotis","Vespertilionidae","Chiroptera",11,105,10,60,84.34334,51.70784
"3424","Myotis gomantongensis","gomantongensis","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,119,5.000764
"3425","Myotis goudoti","goudoti","Myotis","Vespertilionidae","Chiroptera",14,329,12,50,46.52438,-19.45226
"3426","Myotis grisescens","grisescens","Myotis","Vespertilionidae","Chiroptera",58,683,38,84,-86,36.02538
"3427","Myotis hajastanicus","hajastanicus","Myotis","Vespertilionidae","Chiroptera",2,17,2,10,NA,NA
"3428","Myotis handleyi","handleyi","Myotis","Vespertilionidae","Chiroptera",1,25,1,9,-67,11
"3429","Myotis hasseltii","hasseltii","Myotis","Vespertilionidae","Chiroptera",2,3,2,3,105.668,10.33904
"3430","Myotis hermani","hermani","Myotis","Vespertilionidae","Chiroptera",1,25,1,16,101,7
"3431","Myotis horsfieldii","horsfieldii","Myotis","Vespertilionidae","Chiroptera",12,283,8,21,100.9976,5.008102
"3432","Myotis ikonnikovi","ikonnikovi","Myotis","Vespertilionidae","Chiroptera",13,251,10,24,142.3253,46.36641
"3433","Myotis insularum","insularum","Myotis","Vespertilionidae","Chiroptera",0,0,0,NA,9,53
"3434","Myotis izecksohni","izecksohni","Myotis","Vespertilionidae","Chiroptera",2,8,2,7,-65,-27
"3435","Myotis keaysi","keaysi","Myotis","Vespertilionidae","Chiroptera",8,144,7,15,-93.14226,18.12271
"3436","Myotis keenii","keenii","Myotis","Vespertilionidae","Chiroptera",42,901,20,48,-86.78686,37.78278
"3437","Myotis laniger","laniger","Myotis","Vespertilionidae","Chiroptera",2,12,2,10,119.9919,25.02853
"3438","Myotis lavali","lavali","Myotis","Vespertilionidae","Chiroptera",11,53,9,9,-40,-7.001072
"3439","Myotis leibii","leibii","Myotis","Vespertilionidae","Chiroptera",38,283,20,28,-81.29387,39.5334
"3440","Myotis levis","levis","Myotis","Vespertilionidae","Chiroptera",18,241,16,27,-67.03576,-30.74827
"3441","Myotis longipes","longipes","Myotis","Vespertilionidae","Chiroptera",5,38,4,25,93,25.00407
"3442","Myotis lucifugus","lucifugus","Myotis","Vespertilionidae","Chiroptera",771,19828,262,84,-78.76041,44.18944
"3443","Myotis macrodactylus","macrodactylus","Myotis","Vespertilionidae","Chiroptera",25,185,22,48,130.5791,34.84198
"3444","Myotis macropus","macropus","Myotis","Vespertilionidae","Chiroptera",19,208,11,23,150.5648,-33.29346
"3445","Myotis macrotarsus","macrotarsus","Myotis","Vespertilionidae","Chiroptera",1,15,1,23,122.9925,11.03233
"3446","Myotis martiniquensis","martiniquensis","Myotis","Vespertilionidae","Chiroptera",3,14,3,10,-60,13.00201
"3447","Myotis melanorhinus","melanorhinus","Myotis","Vespertilionidae","Chiroptera",4,37,4,6,-102.2243,23.57279
"3448","Myotis midastactus","midastactus","Myotis","Vespertilionidae","Chiroptera",2,20,2,8,-57,-25.00407
"3449","Myotis moluccarum","moluccarum","Myotis","Vespertilionidae","Chiroptera",4,40,3,23,161,-11.0017
"3450","Myotis montivagus","montivagus","Myotis","Vespertilionidae","Chiroptera",5,90,5,60,102,21.00335
"3451","Myotis morrisi","morrisi","Myotis","Vespertilionidae","Chiroptera",1,31,1,48,35,9
"3452","Myotis muricola","muricola","Myotis","Vespertilionidae","Chiroptera",12,80,11,24,105.975,15.87045
"3453","Myotis myotis","myotis","Myotis","Vespertilionidae","Chiroptera",604,10871,246,93,8.621232,51.15245
"3454","Myotis mystacinus","mystacinus","Myotis","Vespertilionidae","Chiroptera",113,2069,72,74,14.48662,59.14171
"3455","Myotis nattereri","nattereri","Myotis","Vespertilionidae","Chiroptera",184,3890,95,71,2.945225,51.24912
"3456","Myotis nesopolus","nesopolus","Myotis","Vespertilionidae","Chiroptera",4,32,4,26,-74,11.0017
"3457","Myotis nigricans","nigricans","Myotis","Vespertilionidae","Chiroptera",77,1159,54,90,-75.55968,6.35417
"3458","Myotis nipalensis","nipalensis","Myotis","Vespertilionidae","Chiroptera",1,14,1,10,69,39
"3459","Myotis occultus","occultus","Myotis","Vespertilionidae","Chiroptera",14,181,7,23,-108.268,34.21719
"3460","Myotis oreias","oreias","Myotis","Vespertilionidae","Chiroptera",3,32,3,24,NA,NA
"3461","Myotis oxyotus","oxyotus","Myotis","Vespertilionidae","Chiroptera",4,17,4,6,-77,0.5000952
"3462","Myotis peninsularis","peninsularis","Myotis","Vespertilionidae","Chiroptera",1,2,1,7,-110.3368,23.68088
"3463","Myotis pequinius","pequinius","Myotis","Vespertilionidae","Chiroptera",5,53,5,16,NA,NA
"3464","Myotis petax","petax","Myotis","Vespertilionidae","Chiroptera",20,114,17,17,83.80044,53.12298
"3465","Myotis phanluongi","phanluongi","Myotis","Vespertilionidae","Chiroptera",1,1,1,9,109,13
"3466","Myotis pilosus","pilosus","Myotis","Vespertilionidae","Chiroptera",43,603,30,19,102,25.00407
"3467","Myotis planiceps","planiceps","Myotis","Vespertilionidae","Chiroptera",5,8,2,17,-101,26.01703
"3468","Myotis pruinosus","pruinosus","Myotis","Vespertilionidae","Chiroptera",3,64,3,40,NA,NA
